2022-10-29 03:28:19.881960	https://www.encodeproject.org/report/?type=File&assay_title=eCLIP&assembly=GRCh38&status=released&file_format=bigBed&file_type=bigBed+narrowPeak&limit=all
ID	Title	Accession	Dataset	Genome assembly	Technical replicates	Biological replicates	File Format	File type	File format type	File size	Assay term name	Biosample name	Organ	Simple biosample summary	Batch	Target label	Download URL	Derived from	Genome annotation	Library	Paired end identifier	Paired with	Preferred Default	Run type	Read length	Mapped read length (nt)	Cropped read length (nt)	Cropped read length tolerance (nt)	Mapped run type for bam files	Read length units	Output category	Output type	Index of	QC Metric	Lab	Project	Analysis step run	Date created	Analysis step version	Restricted file	Submitter comment	Status	Annotation type	Annotation subtype	Biochemical activity	Encyclopedia version
/files/ENCFF392KXS/	ENCFF392KXS	ENCFF392KXS	/experiments/ENCSR381VNR/	GRCh38	1_1	1	bigBed	bigBed narrowPeak	narrowPeak	745171	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS505ILK/	SRSF9	/files/ENCFF392KXS/@@download/ENCFF392KXS.bigBed	/files/ENCFF860QZG/	V29	ENCLB736IEC											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/549aba09-a426-435b-b991-b8b7ddd72709/	2022-01-13T12:46:20.674471+00:00	/analysis-step-versions/encode4-eclip-bed-to-bigbed-step-v-1-0/			released				
/files/ENCFF720KXG/	ENCFF720KXG	ENCFF720KXG	/experiments/ENCSR720BJU/	GRCh38	2_1	2	bigBed	bigBed narrowPeak	narrowPeak	1045292	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS177POD/	TARDBP	/files/ENCFF720KXG/@@download/ENCFF720KXG.bigBed	/files/ENCFF265XPM/	V29	ENCLB661XWS											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/549aba09-a426-435b-b991-b8b7ddd72709/	2022-01-13T12:51:44.430461+00:00	/analysis-step-versions/encode4-eclip-bed-to-bigbed-step-v-1-0/			released				
/files/ENCFF528GKU/	ENCFF528GKU	ENCFF528GKU	/experiments/ENCSR937RSF/	GRCh38	1_1	1	bigBed	bigBed narrowPeak	narrowPeak	2613274	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS505ILK/	RPS10	/files/ENCFF528GKU/@@download/ENCFF528GKU.bigBed	/files/ENCFF586MZN/	V29	ENCLB810VQD											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/549aba09-a426-435b-b991-b8b7ddd72709/	2022-01-13T12:47:36.637073+00:00	/analysis-step-versions/encode4-eclip-bed-to-bigbed-step-v-1-0/			released				
/files/ENCFF170RQH/	ENCFF170RQH	ENCFF170RQH	/experiments/ENCSR937RSF/	GRCh38	2_1	2	bigBed	bigBed narrowPeak	narrowPeak	1455680	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS039CVO/	RPS10	/files/ENCFF170RQH/@@download/ENCFF170RQH.bigBed	/files/ENCFF338MGY/	V29	ENCLB219XMW											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/549aba09-a426-435b-b991-b8b7ddd72709/	2022-01-13T12:47:41.969103+00:00	/analysis-step-versions/encode4-eclip-bed-to-bigbed-step-v-1-0/			released				
/files/ENCFF631OFD/	ENCFF631OFD	ENCFF631OFD	/experiments/ENCSR391BBA/	GRCh38	1_1,2_1	1,2	bigBed	bigBed narrowPeak	narrowPeak	251498	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS177POD/,/biosamples/ENCBS344MAK/	EIF4E	/files/ENCFF631OFD/@@download/ENCFF631OFD.bigBed	/files/ENCFF897MSA/	V29				True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/85887605-308a-4482-8a52-d584bd803e12/	2022-02-01T22:46:25.851762+00:00	/analysis-step-versions/encode4-eclip-idr-bed-to-bigbed-step-v-1-0/			released				
/files/ENCFF908EEH/	ENCFF908EEH	ENCFF908EEH	/experiments/ENCSR090LNQ/	GRCh38	1_1,2_1	1,2	bigBed	bigBed narrowPeak	narrowPeak	647819	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS177POD/,/biosamples/ENCBS344MAK/	ELAVL1	/files/ENCFF908EEH/@@download/ENCFF908EEH.bigBed	/files/ENCFF566LNK/	V29				True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/85887605-308a-4482-8a52-d584bd803e12/	2022-02-01T22:46:56.763766+00:00	/analysis-step-versions/encode4-eclip-idr-bed-to-bigbed-step-v-1-0/			released				
/files/ENCFF357XNG/	ENCFF357XNG	ENCFF357XNG	/experiments/ENCSR631HUN/	GRCh38	1_1,2_1	1,2	bigBed	bigBed narrowPeak	narrowPeak	90561	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS177POD/,/biosamples/ENCBS344MAK/	DDX47	/files/ENCFF357XNG/@@download/ENCFF357XNG.bigBed	/files/ENCFF252CWU/	V29				True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/85887605-308a-4482-8a52-d584bd803e12/	2022-02-01T22:47:11.694390+00:00	/analysis-step-versions/encode4-eclip-idr-bed-to-bigbed-step-v-1-0/			released				
/files/ENCFF588BHZ/	ENCFF588BHZ	ENCFF588BHZ	/experiments/ENCSR448GXJ/	GRCh38	1_1,2_1	1,2	bigBed	bigBed narrowPeak	narrowPeak	114172	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS177POD/,/biosamples/ENCBS344MAK/	GARS	/files/ENCFF588BHZ/@@download/ENCFF588BHZ.bigBed	/files/ENCFF390NMJ/	V29				True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/85887605-308a-4482-8a52-d584bd803e12/	2022-02-01T22:46:51.509949+00:00	/analysis-step-versions/encode4-eclip-idr-bed-to-bigbed-step-v-1-0/			released				
/files/ENCFF430AOK/	ENCFF430AOK	ENCFF430AOK	/experiments/ENCSR381VNR/	GRCh38	1_1,2_1	1,2	bigBed	bigBed narrowPeak	narrowPeak	41771	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS505ILK/,/biosamples/ENCBS592SHU/	SRSF9	/files/ENCFF430AOK/@@download/ENCFF430AOK.bigBed	/files/ENCFF781BNS/	V29				True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/85887605-308a-4482-8a52-d584bd803e12/	2022-02-01T22:48:20.123245+00:00	/analysis-step-versions/encode4-eclip-idr-bed-to-bigbed-step-v-1-0/			released				
/files/ENCFF368NLU/	ENCFF368NLU	ENCFF368NLU	/experiments/ENCSR100ARZ/	GRCh38	1_1	1	bigBed	bigBed narrowPeak	narrowPeak	1275065	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS039CVO/	RPS6	/files/ENCFF368NLU/@@download/ENCFF368NLU.bigBed	/files/ENCFF338ZYM/	V29	ENCLB604AQS											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/549aba09-a426-435b-b991-b8b7ddd72709/	2022-01-13T12:41:15.762302+00:00	/analysis-step-versions/encode4-eclip-bed-to-bigbed-step-v-1-0/			released				
/files/ENCFF088CEA/	ENCFF088CEA	ENCFF088CEA	/experiments/ENCSR368GER/	GRCh38	1_1	1	bigBed	bigBed narrowPeak	narrowPeak	3069677	eCLIP	adrenal gland	endocrine gland,adrenal gland	male adult (37 years)		HNRNPU	/files/ENCFF088CEA/@@download/ENCFF088CEA.bigBed	/files/ENCFF225KPX/		ENCLB754IRC											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2017-01-24T22:47:33.956440+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF359PQT/	ENCFF359PQT	ENCFF359PQT	/experiments/ENCSR961OKA/	GRCh38	2_1	2	bigBed	bigBed narrowPeak	narrowPeak	356741	eCLIP	HepG2	endocrine gland,exocrine gland,epithelium,liver		/biosamples/ENCBS859FFE/	LARP7	/files/ENCFF359PQT/@@download/ENCFF359PQT.bigBed	/files/ENCFF647TKI/		ENCLB189TRV											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2016-12-03T00:02:17.018072+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF461RPA/	ENCFF461RPA	ENCFF461RPA	/experiments/ENCSR061EVO/	GRCh38	2_1	2	bigBed	bigBed narrowPeak	narrowPeak	1894764	eCLIP	HepG2	endocrine gland,exocrine gland,epithelium,liver		/biosamples/ENCBS859FFE/	SND1	/files/ENCFF461RPA/@@download/ENCFF461RPA.bigBed	/files/ENCFF761CYV/		ENCLB004YEU			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2016-12-03T00:02:49.569928+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF116XFB/	ENCFF116XFB	ENCFF116XFB	/experiments/ENCSR006OEQ/	GRCh38	2_1	2	bigBed	bigBed narrowPeak	narrowPeak	3144537	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS230JWL/	FAM120A	/files/ENCFF116XFB/@@download/ENCFF116XFB.bigBed	/files/ENCFF016RWW/		ENCLB453XQN			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2016-12-03T00:04:40.199432+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF302RDD/	ENCFF302RDD	ENCFF302RDD	/experiments/ENCSR438KWZ/	GRCh38	2_1	2	bigBed	bigBed narrowPeak	narrowPeak	5033234	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS253VOZ/	ILF3	/files/ENCFF302RDD/@@download/ENCFF302RDD.bigBed	/files/ENCFF353RQP/		ENCLB954REO											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2016-12-03T00:07:08.546938+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF381DKU/	ENCFF381DKU	ENCFF381DKU	/experiments/ENCSR736AAG/	GRCh38	1_1	1	bigBed	bigBed narrowPeak	narrowPeak	2996689	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS931MQO/	GTF2F1	/files/ENCFF381DKU/@@download/ENCFF381DKU.bigBed	/files/ENCFF913GBH/		ENCLB952QNS											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2016-12-03T00:13:13.059286+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF457EXU/	ENCFF457EXU	ENCFF457EXU	/experiments/ENCSR861GYE/	GRCh38	1_1	1	bigBed	bigBed narrowPeak	narrowPeak	2087468	eCLIP	HepG2	endocrine gland,exocrine gland,epithelium,liver		/biosamples/ENCBS362ASG/	LIN28B	/files/ENCFF457EXU/@@download/ENCFF457EXU.bigBed	/files/ENCFF909VPB/		ENCLB173YRG			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2016-12-03T00:16:46.191702+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF152FIO/	ENCFF152FIO	ENCFF152FIO	/experiments/ENCSR887LPK/	GRCh38	1_1	1	bigBed	bigBed narrowPeak	narrowPeak	2224029	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS489LOC/	EWSR1	/files/ENCFF152FIO/@@download/ENCFF152FIO.bigBed	/files/ENCFF998MNV/		ENCLB689GWR			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2016-12-03T00:16:21.026017+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF522HEA/	ENCFF522HEA	ENCFF522HEA	/experiments/ENCSR989VIY/	GRCh38	1_1	1	bigBed	bigBed narrowPeak	narrowPeak	4423182	eCLIP	HepG2	endocrine gland,exocrine gland,epithelium,liver		/biosamples/ENCBS861HMN/	SRSF1	/files/ENCFF522HEA/@@download/ENCFF522HEA.bigBed	/files/ENCFF214HOA/		ENCLB770EDJ			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2016-12-03T00:02:24.841713+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF744KOY/	ENCFF744KOY	ENCFF744KOY	/experiments/ENCSR513NDD/	GRCh38	2_1	2	bigBed	bigBed narrowPeak	narrowPeak	1178691	eCLIP	HepG2	endocrine gland,exocrine gland,epithelium,liver		/biosamples/ENCBS861HMN/	SRSF7	/files/ENCFF744KOY/@@download/ENCFF744KOY.bigBed	/files/ENCFF593CEQ/		ENCLB499JKH											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2016-12-02T23:55:14.074702+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF585YVJ/	ENCFF585YVJ	ENCFF585YVJ	/experiments/ENCSR456KXI/	GRCh38	1_1	1	bigBed	bigBed narrowPeak	narrowPeak	528604	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS079MXX/	LARP7	/files/ENCFF585YVJ/@@download/ENCFF585YVJ.bigBed	/files/ENCFF572IJY/		ENCLB186JKI											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2016-12-02T23:56:36.397969+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF994NUD/	ENCFF994NUD	ENCFF994NUD	/experiments/ENCSR490IEE/	GRCh38	1_1	1	bigBed	bigBed narrowPeak	narrowPeak	6418833	eCLIP	HepG2	endocrine gland,exocrine gland,epithelium,liver		/biosamples/ENCBS621TAB/	UCHL5	/files/ENCFF994NUD/@@download/ENCFF994NUD.bigBed	/files/ENCFF022FGD/		ENCLB415WLR			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2016-12-03T00:29:44.510858+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF853TEI/	ENCFF853TEI	ENCFF853TEI	/experiments/ENCSR754NDA/	GRCh38	1_1	1	bigBed	bigBed narrowPeak	narrowPeak	4829989	eCLIP	HepG2	endocrine gland,exocrine gland,epithelium,liver		/biosamples/ENCBS308ZPA/	RBM15	/files/ENCFF853TEI/@@download/ENCFF853TEI.bigBed	/files/ENCFF165VFF/		ENCLB626SKY			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2016-12-03T00:26:15.729736+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF103EDF/	ENCFF103EDF	ENCFF103EDF	/experiments/ENCSR214BZA/	GRCh38	1_1	1	bigBed	bigBed narrowPeak	narrowPeak	3686776	eCLIP	HepG2	endocrine gland,exocrine gland,epithelium,liver		/biosamples/ENCBS881CIF/	DDX59	/files/ENCFF103EDF/@@download/ENCFF103EDF.bigBed	/files/ENCFF991VJI/		ENCLB794ZGT			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2016-12-03T00:27:11.936664+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF534XFQ/	ENCFF534XFQ	ENCFF534XFQ	/experiments/ENCSR200DKE/	GRCh38	2_1	2	bigBed	bigBed narrowPeak	narrowPeak	4163689	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS318IMK/	MTPAP	/files/ENCFF534XFQ/@@download/ENCFF534XFQ.bigBed	/files/ENCFF266NFK/		ENCLB333CPS											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2016-12-03T00:18:33.739977+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF007SZX/	ENCFF007SZX	ENCFF007SZX	/experiments/ENCSR258QKO/	GRCh38	1_1	1	bigBed	bigBed narrowPeak	narrowPeak	4038315	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS318IMK/	XRCC6	/files/ENCFF007SZX/@@download/ENCFF007SZX.bigBed	/files/ENCFF293KBS/		ENCLB472AWB			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2016-12-03T00:18:58.267576+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF594IKL/	ENCFF594IKL	ENCFF594IKL	/experiments/ENCSR570WLM/	GRCh38	2_1	2	bigBed	bigBed narrowPeak	narrowPeak	3453753	eCLIP	HepG2	endocrine gland,exocrine gland,epithelium,liver		/biosamples/ENCBS308ZPA/	QKI	/files/ENCFF594IKL/@@download/ENCFF594IKL.bigBed	/files/ENCFF815XNW/		ENCLB436FYS			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2016-12-03T00:18:53.486642+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF589NWW/	ENCFF589NWW	ENCFF589NWW	/experiments/ENCSR820DQJ/	GRCh38	2_1	2	bigBed	bigBed narrowPeak	narrowPeak	998168	eCLIP	HepG2	endocrine gland,exocrine gland,epithelium,liver		/biosamples/ENCBS308ZPA/	NOL12	/files/ENCFF589NWW/@@download/ENCFF589NWW.bigBed	/files/ENCFF506LVL/		ENCLB314QQN			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/f6a37b9c-5226-40b7-b8ab-ab8451d7e17d/	2016-12-03T00:24:13.925620+00:00	/analysis-step-versions/eclip-bigbed-to-bed-step-v-1-0/			released				
/files/ENCFF196UFB/	ENCFF196UFB	ENCFF196UFB	/experiments/ENCSR720BJU/	GRCh38	1_1,2_1	1,2	bigBed	bigBed narrowPeak	narrowPeak	381486	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS177POD/,/biosamples/ENCBS344MAK/	TARDBP	/files/ENCFF196UFB/@@download/ENCFF196UFB.bigBed	/files/ENCFF593RED/	V29				True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/85887605-308a-4482-8a52-d584bd803e12/	2022-02-01T22:46:20.513462+00:00	/analysis-step-versions/encode4-eclip-idr-bed-to-bigbed-step-v-1-0/			released				
/files/ENCFF934DWG/	ENCFF934DWG	ENCFF934DWG	/experiments/ENCSR004VIR/	GRCh38	1_1,2_1	1,2	bigBed	bigBed narrowPeak	narrowPeak	34218	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS177POD/,/biosamples/ENCBS344MAK/	EEF2	/files/ENCFF934DWG/@@download/ENCFF934DWG.bigBed	/files/ENCFF781RUK/	V29				True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/85887605-308a-4482-8a52-d584bd803e12/	2022-02-01T22:46:46.830466+00:00	/analysis-step-versions/encode4-eclip-idr-bed-to-bigbed-step-v-1-0/			released				
/files/ENCFF822EID/	ENCFF822EID	ENCFF822EID	/experiments/ENCSR767OEY/	GRCh38	1_1,2_1	1,2	bigBed	bigBed narrowPeak	narrowPeak	354509	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS177POD/,/biosamples/ENCBS039CVO/	FXR2	/files/ENCFF822EID/@@download/ENCFF822EID.bigBed	/files/ENCFF111LMZ/	V29				True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/85887605-308a-4482-8a52-d584bd803e12/	2022-02-01T22:45:54.509161+00:00	/analysis-step-versions/encode4-eclip-idr-bed-to-bigbed-step-v-1-0/			released				
